CTUID,cisr_dim1,cisr_dim2,cisr_dim3,cisr_score,cisr_quintile,cisv_dim1,cisv_dim2,cisv_dim3,cisv_dim4,cisv_score,cisv_quintile
5350516.24,0.7677,1.1115,1.0302,0.9698,5.0,0.3221,-0.6074,-0.6338,-1.1196,-0.5097,1.25
5350516.25,0.6799,0.9455,0.9744,0.8666,4.4286,0.736,-0.2723,-0.5069,-1.2169,-0.315,2.1429
5350516.26,0.3448,0.6643,0.8978,0.6356,4.5,1.0672,-0.4934,0.0024,-0.7853,-0.0523,3.0
5350516.28,0.8177,0.6803,1.3789,0.959,5.0,1.0922,-0.8184,-0.4742,-0.7545,-0.2387,2.3333
5350516.29,0.9213,0.5367,1.5386,0.9989,4.625,1.3127,-0.7562,-0.3016,-1.0438,-0.1972,2.375
5350516.30,1.7855,1.2195,1.2886,1.4312,5.0,1.6002,-0.3558,-0.6571,-2.2087,-0.4053,1.8889
5350516.31,1.3502,1.2368,0.7318,1.1063,5.0,0.9678,-0.0295,-0.7249,-1.5441,-0.3327,2.0
5350516.32,0.6607,0.9023,1.8491,1.1374,5.0,0.8794,-1.0581,-0.5974,-0.9107,-0.4217,1.6667
5350516.37,0.9856,-0.3946,0.9996,0.5302,4.5,1.8815,-0.19,-0.7414,0.2962,0.3116,3.8333
5350516.38,0.6682,0.4049,1.7579,0.9436,4.8889,1.5922,-1.0201,-0.3849,-0.6777,-0.1226,2.8889
5350516.39,0.3821,0.5487,1.6667,0.8658,5.0,1.1265,-0.9134,-0.3208,-0.8969,-0.2511,2.2
5350516.40,0.5515,0.8127,1.8491,1.0711,5.0,0.9024,-1.1846,-0.4382,-0.848,-0.3921,1.7778
5350516.41,0.9774,0.2683,1.6912,0.979,5.0,1.538,-0.8485,-0.2604,-0.7086,-0.0699,3.0
5350516.43,1.1822,0.7524,1.6516,1.1954,4.8,1.3614,-0.7412,-0.5542,-1.161,-0.2737,2.6
5350516.44,1.2769,0.7744,1.5785,1.2099,4.8333,1.2268,-0.822,-0.6604,-1.299,-0.3886,2.1667
5350516.47,1.0062,0.7315,1.8086,1.1821,5.0,1.0854,-1.0265,-0.5081,-1.0391,-0.3721,1.8333
5350516.48,1.2177,0.0739,1.7194,1.0037,5.0,1.9195,-0.8942,-0.17,-0.8459,0.0024,3.25
5350516.50,0.8402,0.3833,1.7731,0.9989,5.0,1.443,-0.9756,-0.2767,-0.7856,-0.1487,2.6
5350516.51,0.7377,0.3952,1.7812,0.9714,5.0,1.3281,-1.0533,-0.3393,-0.697,-0.1904,2.6
5350516.52,0.8835,0.6143,1.6229,1.0402,5.0,1.208,-1.0544,-0.5529,-0.6501,-0.2624,2.3333
5350516.53,1.5998,1.3734,2.2486,1.7406,5.0,1.2329,-0.8008,-0.4576,-2.2764,-0.5755,1.0
5350516.54,0.9667,-0.4049,1.5139,0.6919,5.0,1.9874,-0.7519,-0.3637,0.0271,0.2247,4.0
5350516.55,0.741,0.1838,1.7198,0.8815,5.0,1.4294,-1.0123,-0.3773,-0.5307,-0.1227,3.0
5350517.00,1.0787,0.7059,-0.2079,0.5255,4.3333,0.4297,-0.2838,-0.1654,-0.7321,-0.1879,2.6667
5350518.00,0.3854,-0.4538,-0.3731,-0.1472,2.6,1.6107,0.4048,-0.1133,0.0117,0.4785,4.4
5350519.00,0.4031,-0.102,0.2625,0.1879,3.5,1.0885,-0.8795,0.0511,-0.3725,-0.0281,3.0
5350520.01,0.3085,0.0182,-0.0205,0.1021,3.2222,1.5098,-0.2383,0.2626,-0.7131,0.2053,3.8889
5350520.02,0.3982,0.3255,0.8105,0.5114,4.125,1.6415,-0.0317,-0.3267,-0.5998,0.1708,3.375
5350520.05,0.3691,0.1475,0.2034,0.24,3.6,1.0162,-0.0104,-0.2113,-0.4025,0.098,3.4
5350520.07,0.772,-1.3585,0.962,0.1251,3.3333,3.3607,-0.0268,-0.9249,1.7522,1.0403,5.0
5350520.08,0.1648,0.1924,0.8142,0.3905,4.3333,1.569,0.2811,-0.1863,-0.6843,0.2449,3.1667
5350520.09,1.0048,-1.005,1.3265,0.4421,4.5,2.8833,-0.4002,-1.0442,1.5867,0.7564,5.0
5350520.11,0.953,-0.1839,0.3851,0.3848,4.0,1.8832,0.0014,-0.4942,0.3859,0.4441,4.5
5350520.12,1.3066,-1.3715,1.1986,0.3779,4.0,3.4196,-0.2514,-0.8567,1.8753,1.0467,5.0
5350521.01,0.8311,-0.5683,0.2344,0.1658,3.5,2.5361,0.1942,-1.0396,1.3452,0.759,5.0
5350521.02,0.5156,0.6737,-0.6308,0.1862,3.5714,0.5798,0.0756,-0.3743,-0.8028,-0.1304,2.7143
5350521.03,0.311,0.154,-0.0063,0.1529,3.4,1.5612,-0.4581,-0.1772,-0.0246,0.2253,3.8
5350521.04,0.4911,0.2434,-0.1819,0.1842,3.4545,0.9741,-0.1066,-0.1578,-0.3064,0.1008,3.2727
5350521.05,0.0459,-0.5352,-0.0231,-0.1708,2.4,1.6366,0.2463,-0.0975,0.1881,0.4934,4.4
5350521.06,0.8926,-1.1659,-0.1525,-0.1419,2.5,2.724,0.8831,-0.9648,1.254,0.9741,5.0
5350522.00,0.6437,0.3998,-0.2579,0.2619,3.6667,0.6614,0.1714,-0.396,-0.709,-0.0681,2.7778
5350523.00,0.4417,-0.397,-0.5311,-0.1621,2.625,1.3764,0.6327,-0.296,0.2913,0.5011,4.0
5350524.01,0.6054,0.5383,-0.2362,0.3025,3.8571,0.5073,0.0014,-0.177,-0.7676,-0.109,2.7143
5350524.02,0.6179,-0.004,-0.8957,-0.094,2.6,1.2319,0.8725,-0.6466,0.2013,0.4148,3.8
5350525.01,0.456,-0.0494,-0.7193,-0.1042,2.75,1.2591,0.5396,-0.1358,-0.3092,0.3384,4.25
5350525.02,0.168,-0.0537,-0.4535,-0.1131,3.1667,1.1462,0.8865,-0.3566,0.0095,0.4214,3.6667
5350526.01,0.1396,-0.3776,-0.0966,-0.1115,2.875,1.5611,-0.0583,-0.0248,0.0566,0.3837,4.0
5350526.02,0.2238,-1.1144,0.161,-0.2432,2.25,1.8309,-0.2654,-0.0686,0.6994,0.5491,4.25
5350527.02,0.5988,0.7637,-0.1199,0.4142,4.125,0.673,0.546,-0.6732,-0.8023,-0.0641,3.0
5350527.04,0.813,0.6791,0.1241,0.5387,4.4286,0.4908,-0.162,-0.8503,-0.5058,-0.2568,2.2857
5350527.05,0.4,0.8631,0.1004,0.4545,4.2222,0.614,0.3594,-0.5357,-1.0165,-0.1447,2.6667
5350527.06,0.5058,0.8102,0.1855,0.5005,4.25,0.6497,0.1615,-0.353,-1.0024,-0.136,2.375
5350527.07,0.2249,0.5672,-0.3783,0.1379,3.5714,0.5949,0.2732,-0.1589,-0.6799,0.0073,3.1429
5350527.08,0.3254,0.6716,0.4351,0.4773,4.25,1.0715,-0.2927,-0.017,-0.9154,-0.0384,3.125
5350527.09,0.2674,0.4822,0.9489,0.5662,4.3333,1.2078,-0.2784,-0.1297,-1.1752,-0.0939,2.8333
5350527.10,1.348,-1.9064,1.4269,0.2895,4.0,3.2684,-0.4223,-1.3766,2.3963,0.9665,5.0
5350527.11,0.4212,-0.107,1.0425,0.4523,4.1429,1.9468,-0.5926,-0.3438,-0.1887,0.2054,3.5714
5350527.12,0.2462,0.2785,0.2779,0.2676,3.8333,1.0883,0.058,-0.3331,-0.4363,0.0942,3.5
5350527.13,1.0643,-1.5676,1.6219,0.3729,4.0,2.8909,-1.0445,-1.1451,2.3321,0.7584,5.0
5350528.01,0.7063,0.8418,0.9936,0.8472,4.75,1.203,-0.2604,-0.3878,-1.3206,-0.1914,2.75
5350528.11,0.7721,-0.0799,-0.0571,0.2117,3.75,2.4421,1.0234,-1.0899,1.0296,0.8513,5.0
5350528.12,0.8939,0.8865,0.9702,0.9169,4.875,1.0648,-0.4272,-0.4652,-1.2551,-0.2707,2.125
5350528.13,1.0534,1.0936,1.1997,1.1156,5.0,0.8173,-0.5886,-0.4574,-1.5879,-0.4542,1.8333
5350528.15,0.7035,0.7776,1.1198,0.867,4.8333,1.2191,-0.186,-0.0963,-1.4916,-0.1387,2.6667
5350528.16,0.4479,0.6691,1.4927,0.8699,4.8571,1.4403,-0.4398,-0.1249,-1.2201,-0.0861,2.8571
5350528.18,0.3812,0.6144,1.3074,0.7677,4.8889,1.1114,-0.6276,-0.1726,-1.2063,-0.2238,2.5556
5350528.19,0.4309,0.5414,0.9006,0.6243,4.7143,1.3962,-0.3641,-0.2299,-0.83,-0.007,3.1429
5350528.20,-0.0283,0.5417,0.6505,0.388,4.0,1.3137,-0.0806,0.0671,-1.1662,0.0335,3.375
5350528.21,0.1708,-0.6653,0.8566,0.1207,3.25,2.4069,0.2483,-0.2986,0.5963,0.7382,4.75
5350528.22,-0.1697,-0.1894,1.1272,0.256,3.7143,1.956,-0.4642,0.1827,-0.5426,0.283,4.1429
5350528.24,0.589,0.5584,0.7772,0.6415,4.75,1.3299,-0.182,-0.1876,-1.0871,-0.0317,3.375
5350528.26,0.4961,-0.3356,0.7451,0.3019,3.8333,2.1014,0.3858,-0.2852,-0.2455,0.4891,4.5
5350528.31,0.025,-0.3497,0.8254,0.1669,3.4444,1.832,-0.036,-0.0413,-0.2166,0.3845,4.1111
5350528.32,0.5527,1.1274,1.8549,1.1783,5.0,1.0915,-0.9544,-0.2733,-1.3695,-0.3764,1.7143
5350528.33,0.7099,0.8171,1.1246,0.8839,4.9091,0.8777,-0.5529,-0.3205,-1.2681,-0.3159,2.1818
5350528.34,0.2507,0.7676,1.4974,0.8386,5.0,1.0474,-0.7554,-0.1253,-1.0854,-0.2297,2.5
5350528.35,0.1553,0.8587,1.0543,0.6894,5.0,0.9567,-0.544,0.0009,-1.0212,-0.1519,2.75
5350528.39,0.7866,1.0921,2.0918,1.3235,5.0,0.6763,-1.1762,-0.7033,-1.3279,-0.6328,1.3333
5350528.40,0.6633,0.8973,1.833,1.1312,5.0,0.9019,-0.8714,-0.3571,-1.4575,-0.446,1.75
5350528.42,0.4632,0.3275,1.4715,0.754,5.0,1.5542,-0.7336,0.0247,-0.8791,-0.0085,3.125
5350528.43,0.7111,0.8271,1.4126,0.9836,5.0,1.1667,-0.5723,-0.4518,-1.0734,-0.2327,2.5
5350528.44,0.3224,0.9272,0.9156,0.7218,4.75,0.3939,-0.5063,-0.3582,-1.0867,-0.3893,1.75
5350528.45,0.382,0.189,0.9444,0.5052,4.125,1.4463,-0.0766,-0.0496,-0.8312,0.1222,3.25
5350528.46,0.5162,0.4478,1.7819,0.9153,5.0,1.2847,-0.9283,-0.2916,-0.9856,-0.2302,2.4
5350528.47,0.3672,0.4265,1.2013,0.665,4.5714,1.218,-0.5157,0.0222,-0.8366,-0.028,2.8571
5350528.49,0.8426,0.953,2.2087,1.3347,5.0,1.1167,-1.3044,-0.5292,-1.3001,-0.5042,1.8
5350528.50,0.0096,-0.0125,1.6678,0.555,4.75,1.9052,-1.0168,-0.2302,-0.4374,0.0552,3.5
5350528.51,0.2254,-0.3023,1.5174,0.4802,4.25,2.5217,-0.7167,-0.0744,-0.3324,0.3495,4.25
5350528.52,0.1309,0.1774,1.7277,0.6787,4.6667,1.6523,-1.0508,-0.1104,-0.8222,-0.0828,3.0
5350528.53,0.99,1.3557,2.0448,1.4635,5.0,0.977,-0.9425,-0.5026,-1.8879,-0.589,1.0
5350528.54,0.5511,0.5574,1.8569,0.9885,5.0,1.6444,-1.1243,-0.1473,-1.0884,-0.1789,3.0
5350528.55,0.3535,0.4034,1.7199,0.8256,4.8571,1.5677,-1.0187,-0.1898,-0.6916,-0.0831,2.8571
5350528.56,0.5839,0.5252,1.0884,0.7325,4.3333,1.1989,-0.166,-0.276,-1.1118,-0.0887,2.6667
5350528.57,0.4465,0.5364,0.9166,0.6332,4.2,1.5563,-0.0809,-0.2721,-1.0455,0.0394,3.2
5350528.58,0.2001,0.7368,0.7121,0.5497,4.2857,1.0709,-0.1055,-0.1022,-1.2047,-0.0854,3.0
5350528.59,0.5959,0.1978,1.1089,0.6342,5.0,1.5807,-0.8613,-0.071,-0.5712,0.0193,3.0
5350528.60,0.3955,0.5216,1.2826,0.7332,4.75,1.5588,-0.6145,-0.3939,-0.6531,-0.0257,2.75
5350528.61,0.5516,0.278,1.0125,0.614,4.4,1.3372,-0.1177,-0.4076,-0.8596,-0.0119,3.2
5350528.62,-0.2364,-1.2088,0.8749,-0.1901,2.5,2.2647,-0.1592,0.5767,0.246,0.7321,5.0
5350528.63,0.3171,0.7211,1.5771,0.8718,5.0,1.3669,-0.8469,-0.2396,-1.0737,-0.1983,2.5714
5350529.01,0.0232,-0.5641,0.5069,-0.0114,3.0,1.8786,-0.7947,0.0289,-0.2158,0.2242,4.0
5350529.02,0.0907,-0.5112,0.133,-0.0958,2.7778,1.9303,-0.1699,0.2877,-0.3235,0.4312,4.3333
5350530.01,-0.0751,-0.6936,0.3171,-0.1506,2.5714,2.0892,-0.6756,0.5651,0.0244,0.5008,4.2857
5350530.02,-0.0822,-0.5717,0.3251,-0.1096,2.6667,2.1598,-0.4221,0.0312,0.2878,0.5142,4.6667
5350531.01,-0.0002,-0.6137,0.2678,-0.1154,2.6667,1.8416,-0.625,0.4575,-0.1493,0.3812,4.1667
5350531.02,-0.1434,0.0291,0.0678,-0.0155,3.0,1.4591,-0.1357,0.3275,-0.6658,0.2463,4.0
5350532.01,-0.1756,-0.1147,0.3278,0.0125,3.0,1.8399,-0.3849,0.0894,-0.7469,0.1994,4.0
5350532.02,0.0116,-0.5828,0.0275,-0.1812,2.5,1.8395,-0.5122,0.241,-0.0272,0.3853,4.375
5350540.01,0.8995,-0.913,-0.6296,-0.2143,2.5,1.194,0.6843,-0.6994,0.8765,0.5139,4.3
5350540.02,1.2304,-0.5497,-0.0788,0.2007,3.3333,1.1345,0.2956,-0.8882,0.1766,0.1796,3.7778
5350550.01,0.6607,0.7171,0.173,0.5169,4.4286,0.3682,-0.3774,-0.6578,-0.6395,-0.3266,2.1429
5350550.02,0.799,0.0766,-0.1536,0.2407,3.5833,0.8791,0.1977,-0.5667,-0.2615,0.0622,3.4167
5350560.00,0.0423,0.0341,-0.0088,0.0226,3.0,1.0017,-0.4468,0.082,-0.0024,0.1586,3.6667
5350561.00,0.0646,-0.3595,0.1413,-0.0512,2.875,1.2805,-0.6801,-0.018,0.2214,0.201,3.875
5350562.02,0.3422,0.6328,0.2188,0.398,4.0,0.7329,-0.3317,-0.1951,-0.7236,-0.1294,2.75
5350562.03,-0.1283,-0.2385,0.2834,-0.0278,2.7778,1.0606,-0.5411,0.1057,0.0492,0.1686,3.5556
5350562.04,0.1367,0.2358,0.0275,0.1333,3.3333,0.9019,-0.4608,0.097,-0.3402,0.0495,3.4444
5350562.05,0.0455,-0.1769,0.2785,0.049,3.2,1.6575,-0.0178,-0.2463,0.3725,0.4415,4.2
5350562.06,0.0744,0.4309,1.0219,0.5091,4.3333,1.0323,-0.71,0.0524,-0.7063,-0.0829,3.0
5350562.07,-0.0272,0.3351,0.2408,0.1829,3.4286,0.8115,-0.6339,0.2614,-0.5272,-0.0221,3.2857
5350562.08,-0.0883,0.0629,0.1144,0.0297,3.0,0.77,-0.5084,-0.0748,-0.169,0.0045,3.125
5350562.09,0.0984,0.4617,0.0024,0.1875,3.5,0.4849,-0.5011,-0.0718,-0.3015,-0.0974,2.8333
5350562.11,0.014,0.3788,0.1758,0.1896,3.5,0.6636,-0.6194,-0.0758,-0.3846,-0.1041,3.0
5350562.12,0.2466,-1.3937,0.4923,-0.2183,2.1667,2.7544,-0.0163,-0.3174,1.5963,1.0043,5.0
5350562.13,-0.2429,0.0495,0.49,0.0989,3.5,1.1231,-0.77,-0.0183,-0.0328,0.0755,3.5
5350562.14,-0.0389,0.785,0.6836,0.4765,4.1667,0.8844,-0.2413,-0.0232,-1.2816,-0.1654,2.6667
5350562.15,-0.088,-0.0991,0.8538,0.2222,3.5,1.192,-0.15,0.1501,-0.7087,0.1208,3.5
5350563.01,0.1662,-1.2048,-0.0905,-0.3764,2.0,2.5657,0.8798,-0.1807,1.2513,1.129,5.0
5350563.02,0.4472,-0.016,0.0835,0.1716,3.25,1.1185,-0.5009,-0.2678,-0.2707,0.0198,3.25
5350564.01,0.1677,0.2696,-0.163,0.0914,3.3333,0.5205,-0.7765,0.0793,0.4404,0.0659,3.6667
5350564.02,-0.0611,-0.2703,0.3659,0.0115,2.8571,1.2418,-0.7805,0.337,0.158,0.2391,3.7143
5350570.01,-0.1945,-1.2781,0.0252,-0.4825,1.6667,2.2391,0.2533,0.5408,1.4196,1.1132,5.0
5350570.02,0.5287,0.7966,0.221,0.5154,4.5,0.06,-0.6238,-0.5583,-0.8782,-0.5001,1.3333
5350571.01,-0.156,-0.9003,0.1052,-0.317,2.4,1.722,-0.0994,0.3681,0.4392,0.6075,4.6
5350571.02,0.3158,-0.0514,-0.3926,-0.0427,3.125,0.7836,-0.1211,0.0557,-0.0757,0.1606,3.375
5350572.01,0.1689,-0.1217,0.0749,0.0407,3.0,0.7748,-0.2496,-0.2232,0.0254,0.0819,3.3333
5350572.04,0.0542,0.0562,0.8263,0.3122,4.0,1.2877,-0.5933,-0.1412,-0.4492,0.026,3.5
5350572.05,0.5102,-0.6866,0.4573,0.0936,3.3333,2.1027,-0.1579,-0.541,0.8261,0.5575,4.3333
5350572.07,-0.0264,0.0683,1.1622,0.4014,4.1111,1.545,-0.9499,-0.0616,-0.2247,0.0772,3.4444
5350572.08,0.0302,-0.3559,1.3769,0.3504,4.125,2.0264,-0.6976,0.096,-0.5827,0.2105,4.0
5350572.09,0.0678,0.4338,1.6548,0.7188,4.8571,1.4121,-0.8553,-0.1143,-0.6405,-0.0495,3.0
5350572.10,-0.2297,0.2624,1.4474,0.4934,4.2,1.4722,-0.8779,0.1287,-0.7615,-0.0096,3.4
5350573.03,-0.0794,-0.0284,0.7545,0.2155,3.5455,1.1404,-0.4334,0.0834,-0.3261,0.1161,3.4545
5350573.05,0.0087,0.0602,0.4871,0.1853,3.3636,0.8528,-0.3978,-0.0065,-0.3241,0.0311,3.4545
5350573.06,-0.1134,0.5648,1.3852,0.6122,4.5,1.0996,-0.6187,-0.125,-0.766,-0.1025,3.0
5350573.07,0.0326,-0.2956,0.3945,0.0438,3.2,0.9294,-0.3902,-0.0977,0.0333,0.1187,3.5
5350573.09,0.1038,0.0684,1.3222,0.4981,4.2222,1.4044,-0.7848,-0.138,-0.541,-0.0149,3.2222
5350573.10,0.1796,0.592,1.2487,0.6735,5.0,1.3608,-0.4836,-0.1806,-1.1051,-0.1022,2.75
5350573.11,-0.0554,0.2224,1.7841,0.6504,4.8333,1.6474,-1.1255,0.0377,-0.5816,-0.0055,3.3333
5350574.00,0.5439,-0.3962,-0.3391,-0.0638,3.0,0.7178,0.702,-0.7734,0.6524,0.3247,3.8889
5350575.01,-0.0538,-0.4004,0.0876,-0.1222,2.875,1.2244,-0.2613,0.245,0.0785,0.3217,4.375
5350575.02,-0.0859,-1.1163,-0.3621,-0.5214,1.875,1.6698,0.237,0.2142,1.2009,0.8305,4.5
5350575.03,0.035,-0.474,0.3696,-0.0231,2.8333,1.2426,-0.6438,0.1283,0.1228,0.2125,3.8333
5350575.04,-0.0789,-0.1293,0.1532,-0.0183,2.8333,0.9469,-0.7576,0.1889,0.0001,0.0946,3.6667
5350575.05,-0.0886,0.0163,0.7753,0.2343,3.5833,1.4124,-0.6363,0.0352,-0.1241,0.1718,4.0
5350575.07,0.2418,0.7148,1.7903,0.9156,5.0,1.7131,-0.9272,-0.0494,-1.1891,-0.1131,3.0
5350575.08,-0.0196,-0.1121,1.0875,0.3186,3.875,1.0642,-0.9618,0.4085,-0.4146,0.0241,3.25
5350576.04,0.3765,0.812,0.7832,0.6572,4.7143,0.3621,-0.4638,-0.5203,-0.9172,-0.3848,1.8571
5350576.05,-0.0108,0.2488,0.9529,0.397,4.1667,1.2304,-0.6386,-0.0504,-0.4255,0.029,3.25
5350576.06,0.2179,0.2747,0.9995,0.4974,4.25,0.9576,-0.761,-0.2024,-0.3429,-0.0872,2.8333
5350576.07,0.0168,0.4452,1.0876,0.5165,4.4286,1.2895,-0.6805,-0.098,-0.443,0.017,3.2857
5350576.09,0.633,0.9121,0.2191,0.5881,4.25,0.0835,-0.4305,-0.5908,-0.7279,-0.4164,1.875
5350576.16,-0.2023,0.2945,1.5095,0.5339,4.5556,1.7168,-0.6988,0.1015,-0.8885,0.0578,3.4444
5350576.17,-0.0336,0.2499,1.4244,0.5469,4.6,1.7001,-0.728,0.1564,-0.7484,0.095,3.6
5350576.20,-0.2312,0.3976,1.5614,0.5759,4.375,1.8148,-0.6472,0.1201,-0.977,0.0777,3.5
5350576.22,-0.1146,0.302,1.5368,0.5748,4.5714,1.9209,-0.8919,0.2635,-0.8148,0.1194,3.5714
5350576.29,0.0765,0.1375,1.8637,0.6926,5.0,1.597,-1.0975,0.083,-0.5527,0.0075,3.25
5350576.31,0.3059,0.9986,1.3745,0.893,4.5714,0.4669,-0.2579,-0.4401,-1.4764,-0.4269,1.8571
5350576.33,0.2795,0.4261,0.6197,0.4417,4.25,0.6396,-0.6243,-0.1789,-0.1157,-0.0698,2.75
5350576.34,-0.049,0.4451,1.6414,0.6792,5.0,1.4297,-0.8929,-0.0877,-0.6355,-0.0466,3.1429
5350576.43,0.0991,0.3459,1.6205,0.6885,4.7778,1.504,-0.9709,-0.1586,-0.5329,-0.0396,3.0
5350576.44,-0.0795,0.8764,1.8758,0.8909,5.0,1.2608,-0.9505,-0.008,-1.1664,-0.216,2.5
5350576.45,-0.3092,0.4399,1.3958,0.5088,4.6,2.0817,-0.7484,0.1845,-1.0024,0.1289,3.6
5350576.46,-0.1232,0.2777,1.5061,0.5536,4.5714,1.8712,-0.9234,0.0754,-0.6306,0.0982,3.7143
5350576.47,1.0586,1.336,1.8979,1.4308,5.0,1.9638,-0.4092,-0.3169,-2.8185,-0.3952,1.75
5350576.49,0.0335,0.3809,1.6342,0.6829,4.8333,1.6083,-0.9692,0.0029,-0.6694,-0.0069,3.3333
5350576.50,-0.0991,0.5188,1.6748,0.6982,5.0,1.5108,-0.757,0.0497,-1.0635,-0.065,3.0
5350576.52,-0.1088,0.4507,1.7022,0.6814,4.8333,1.528,-0.8961,0.0539,-0.9513,-0.0664,3.0
5350576.53,-0.1461,0.1566,1.7685,0.593,4.6667,1.7625,-1.1547,0.0982,-0.593,0.0283,3.5
5350576.54,0.172,0.3138,1.6071,0.6977,5.0,1.9637,-0.5968,0.0018,-0.9045,0.1161,3.5
5350576.55,-0.1649,0.5085,1.739,0.6942,4.7143,1.9744,-0.6335,0.2048,-1.5876,-0.0105,3.2857
5350576.57,0.1363,0.6895,1.3954,0.7404,4.75,1.6267,-0.2263,-0.2446,-1.0449,0.0277,3.25
5350576.59,-0.3058,0.4527,1.5687,0.5719,4.6667,1.9593,-0.5651,0.0816,-1.1801,0.0739,3.6667
5350576.62,-0.4173,0.3536,1.6881,0.5415,4.4286,2.0061,-0.6783,0.4032,-1.2197,0.1278,3.5714
5350576.63,0.2263,0.8763,2.1278,1.0768,4.8333,1.8787,-0.7134,-0.0084,-1.9876,-0.2077,2.3333
5350576.65,-0.059,-0.3269,1.7765,0.4635,4.3333,2.1435,-0.6006,0.1799,-0.5351,0.2969,4.3333
5350576.66,-0.1718,0.5048,1.6282,0.6537,4.5714,1.7804,-0.6575,0.0815,-1.237,-0.0081,3.2857
5350576.68,0.1512,0.8177,1.1834,0.7174,4.875,1.5739,-0.4382,0.006,-1.2566,-0.0287,3.0
5350576.69,0.0793,0.2075,1.6531,0.6466,4.6,1.8527,-0.8935,0.2678,-1.0603,0.0417,3.4
5350576.73,0.9714,1.3611,0.8159,1.0495,4.75,1.7391,0.0477,-0.2745,-2.6656,-0.2883,2.25
5350576.74,0.7474,0.0173,2.356,1.0402,5.0,2.3426,-0.6071,0.0549,-2.4331,-0.1607,3.0
5350576.75,0.1889,1.2912,1.9626,1.1475,5.0,1.4951,-0.4935,-0.1202,-2.1912,-0.3275,1.6667
5350576.76,-0.0895,0.6826,1.4111,0.6681,4.8333,0.739,-0.7717,-0.1875,-1.055,-0.3188,2.1667
5350576.77,0.095,0.4677,1.871,0.8112,5.0,1.3916,-1.0781,-0.1412,-0.8943,-0.1805,3.0
5350576.78,-0.0456,0.421,1.5657,0.6471,5.0,1.7535,-0.7029,-0.0219,-1.2011,-0.0431,3.0
5350576.79,-0.2537,0.6406,1.3424,0.5764,4.5,1.8424,-0.7957,0.1157,-1.0095,0.0382,3.25
5350576.80,0.132,0.4121,1.8556,0.7999,5.0,1.477,-1.2364,-0.0986,-0.3963,-0.0636,3.0
5350576.81,0.0424,0.51,1.6961,0.7495,5.0,1.6078,-0.9838,-0.2206,-0.6697,-0.0666,3.1429
5350576.82,-0.1349,0.9284,1.6118,0.8018,5.0,1.5834,-0.5548,0.1792,-1.7027,-0.1237,2.75
5350576.83,-0.1569,0.6011,1.4196,0.6213,4.5,1.5657,-0.4973,0.2151,-1.1594,0.031,3.5
5350576.84,0.2216,-0.8967,2.2968,0.5406,5.0,2.2305,-1.1542,0.2382,-0.4971,0.2043,4.0
5350576.85,-0.3557,0.3211,1.6434,0.5363,4.4,1.8614,-0.5546,0.124,-1.0627,0.092,3.6
5350576.86,-0.1873,0.6886,1.6951,0.7321,4.6667,1.7487,-0.6741,0.0791,-1.2023,-0.0122,3.0
5350576.87,-0.1037,0.4545,1.4132,0.588,4.5,1.5605,-0.2264,0.021,-1.442,-0.0217,3.5
5350576.88,-0.4376,0.4199,1.7741,0.5855,5.0,2.0253,-0.6996,0.2721,-1.2156,0.0956,4.0
5350576.89,-0.4261,0.7044,1.4224,0.5669,4.75,2.2193,-0.3762,0.6381,-1.8033,0.1695,4.0
5350576.90,0.4688,0.0742,1.4007,0.6479,4.5,1.785,-0.4718,-0.4947,-0.3792,0.1098,3.5
5350576.91,1.105,0.4319,1.5108,1.0159,4.75,1.3148,-0.9631,-0.3498,-1.2586,-0.3142,2.0
5350576.92,0.2354,0.2593,0.4047,0.2998,4.0,1.1906,0.5802,-0.2554,-0.7966,0.1797,4.0
5350576.93,0.126,0.0866,1.6936,0.6354,4.7143,1.773,-1.0179,-0.0677,-0.4449,0.0606,3.7143
5350576.94,0.008,0.1187,1.9518,0.6928,5.0,1.9664,-1.033,0.1746,-0.7637,0.0861,4.0
5350576.95,-0.1243,0.2586,1.7436,0.626,5.0,1.8878,-0.8568,0.2712,-1.0896,0.0531,4.0
5350576.96,0.0479,0.3063,1.8886,0.7476,5.0,1.8018,-0.8207,0.1598,-0.871,0.0675,4.0
5350576.97,-0.1427,0.5568,1.8944,0.7695,5.0,1.646,-0.759,0.0381,-1.2855,-0.0901,3.0
5350576.98,0.4801,-0.9078,2.4307,0.6677,5.0,2.1341,-1.3911,-0.1301,0.0214,0.1586,4.0
5350576.99,0.6516,-0.1856,0.9805,0.4822,4.0,1.441,-0.7653,-0.383,-0.0353,0.0644,3.5
5350577.00,0.4828,-0.1879,2.0916,0.7955,5.0,2.0161,-1.2705,-0.2782,-0.4189,0.0121,3.0
5350577.01,0.0569,0.2978,1.8911,0.7486,5.0,1.715,-1.0557,-0.165,-0.7673,-0.0682,3.0
5350577.02,0.39,-0.1173,2.1129,0.7952,5.0,2.2862,-0.9905,-0.101,-0.9641,0.0577,4.0
5350577.03,0.3384,0.1013,2.0042,0.8147,5.0,1.8218,-1.1607,-0.1703,-0.8502,-0.0899,3.0
5350577.04,1.6466,1.3235,2.2614,1.7438,5.0,1.9002,-0.7764,-0.6833,-2.5898,-0.5373,1.0
5350577.05,0.3897,0.2302,1.9989,0.873,5.0,1.765,-1.1321,-0.1886,-0.8159,-0.0929,3.0
