CTUID,cisr_dim1,cisr_dim2,cisr_dim3,cisr_score,cisr_quintile,cisv_dim1,cisv_dim2,cisv_dim3,cisv_dim4,cisv_score,cisv_quintile
5350402.01,1.5611,0.79,-0.2497,0.7004,4.25,0.8008,-0.3869,-0.7121,-0.9703,-0.3171,2.25
5350402.02,1.5515,-0.2985,0.6372,0.6301,4.3333,2.625,-0.3251,-0.6002,-0.4471,0.3132,3.8333
5350402.03,2.3243,1.1032,-0.2096,1.0726,4.5,1.3667,0.16,-1.2188,-1.197,-0.2223,2.25
5350402.04,1.8167,0.8427,-0.1126,0.8489,4.7,1.2098,-0.0618,-0.7661,-1.4095,-0.2569,2.2
5350402.05,2.1544,1.5113,0.2923,1.3193,5.0,1.3512,-0.0255,-1.0071,-2.2792,-0.4902,1.75
5350402.06,1.3731,0.1618,-0.3539,0.3937,3.875,1.681,0.4165,-0.7132,-0.2454,0.2847,4.0
5350402.07,1.3178,0.453,-0.3428,0.476,4.25,0.8878,-0.4432,-0.5211,-0.5195,-0.149,2.75
5350402.08,1.9891,0.7422,-0.5092,0.7407,4.6,1.0989,0.1158,-0.8021,-0.8081,-0.0989,2.8
5350402.09,1.601,0.1892,-0.6943,0.3653,3.8,1.1427,0.3413,-0.899,-0.3062,0.0697,3.2
5350402.10,1.1768,0.6639,0.063,0.6346,4.6667,0.798,-0.2942,-0.8544,-0.6821,-0.2582,2.1667
5350402.12,0.8615,-0.6657,0.9409,0.3789,4.0,2.9906,0.4039,-0.8581,0.3574,0.7234,5.0
5350402.13,2.1213,1.6143,0.7776,1.5044,5.0,1.2845,-0.1417,-0.9043,-2.364,-0.5314,1.5
5350403.01,1.3596,0.8852,0.8483,1.031,4.5,2.1031,0.2015,-0.2379,-2.2982,-0.0579,2.75
5350403.04,1.1518,0.9269,1.5122,1.1969,5.0,2.1583,-0.3697,-0.4674,-2.1122,-0.1978,2.5714
5350403.05,1.4603,0.8045,1.7783,1.3477,5.0,1.6113,-0.7062,-0.7145,-1.6423,-0.3629,1.8
5350403.07,0.6797,0.445,1.2675,0.7974,4.9,2.2004,-0.2236,-0.1547,-1.5383,0.0709,3.5
5350403.09,0.6978,0.5658,1.399,0.8875,4.8,2.1398,-0.2087,-0.2667,-1.6008,0.0159,3.2
5350403.10,0.5432,0.6123,1.3608,0.8388,5.0,1.7146,-0.266,-0.2256,-1.4371,-0.0535,3.3333
5350403.11,0.2774,0.7404,1.3876,0.8018,5.0,1.8077,-0.5967,-0.026,-1.5431,-0.0895,3.0
5350403.12,0.459,0.6744,1.5992,0.9109,5.0,1.4791,-0.6195,-0.1431,-1.4992,-0.1957,2.6667
5350403.13,0.7191,0.6674,0.4714,0.6193,4.5,1.3829,0.4217,-0.6022,-0.8011,0.1003,3.3333
5350403.14,0.4948,0.3104,1.395,0.7334,5.0,2.0164,-0.4496,-0.1838,-1.2077,0.0438,3.6667
5350403.15,0.9987,0.1178,1.5497,0.8887,4.75,1.8656,-0.5992,-0.3442,-1.2685,-0.0866,3.0
5350403.16,0.537,-0.0252,0.2044,0.2387,3.6,1.4282,0.1542,-0.019,-1.3517,0.0529,3.6
5350410.02,0.6431,1.0475,0.4595,0.7167,5.0,0.905,-0.3498,-0.5702,-0.9133,-0.2321,2.2857
5350410.03,1.7134,1.2225,0.8379,1.2579,4.9,0.7083,-0.1043,-0.8859,-1.5757,-0.4644,1.9
5350410.04,1.1901,1.034,0.566,0.93,4.6,0.225,-0.3913,-0.6042,-0.9561,-0.4316,1.6
5350410.05,1.7428,1.2932,0.977,1.3377,4.9,0.6877,-0.5434,-0.8599,-1.5792,-0.5737,1.7
5350410.07,0.9959,1.1862,0.8908,1.0243,5.0,0.7963,-0.3738,-0.514,-1.3526,-0.361,2.0
5350410.09,1.2201,0.553,0.1658,0.6463,4.3333,1.559,0.4854,-0.7094,-0.8104,0.1312,3.3333
5350410.10,1.2689,0.855,0.0858,0.7366,4.5,0.7801,0.1262,-0.6219,-0.083,0.0504,3.5
5350410.11,1.3143,0.5204,0.9721,0.9356,5.0,0.0766,-0.3375,-0.6578,-0.6861,-0.4012,1.6
5350410.12,0.9861,-0.2015,-0.8115,-0.009,3.0,1.7047,2.2134,-1.3872,1.036,0.8917,5.0
5350410.13,1.6267,1.5135,1.6097,1.5833,5.0,0.4466,-0.7399,-0.6901,-2.1329,-0.7791,1.0
5350410.14,1.1454,1.0014,0.8366,0.9945,5.0,0.5077,-0.3264,-0.5384,-1.0875,-0.3612,1.9167
5350410.15,0.5706,0.8532,0.5572,0.6603,4.6667,0.557,0.0676,-0.3677,-1.3025,-0.2614,2.0
5350411.01,0.9558,0.6907,-0.1931,0.4845,4.2857,1.0329,-0.0457,-0.4305,-0.6335,-0.0192,3.2857
5350411.04,0.2434,1.0166,0.557,0.6057,4.3333,0.4653,0.3884,-0.4511,-1.1439,-0.1853,2.5556
5350411.07,0.4358,1.0587,1.2726,0.9224,4.6667,0.3153,-0.6125,-0.5923,-1.0628,-0.4881,1.8333
5350411.08,0.5056,-0.5265,1.1637,0.3809,4.0,1.4411,-0.6419,-0.7837,0.6416,0.1643,4.0
5350411.09,0.6924,0.8781,1.4425,1.0043,5.0,0.6771,-0.7012,-0.49,-0.9652,-0.3698,2.0
5350411.12,0.0682,0.9297,1.4347,0.8109,5.0,0.5515,-0.6812,-0.3381,-0.9595,-0.3568,2.0
5350411.15,0.2705,0.918,0.756,0.6481,4.6,0.5232,-0.156,-0.4453,-0.7711,-0.2123,2.2
5350411.16,1.0697,0.798,1.5391,1.1356,5.0,1.2255,-0.5524,-0.8523,-1.4293,-0.4021,1.6667
5350411.17,1.8669,1.0684,2.5135,1.8163,5.0,1.7718,-0.9562,-0.9253,-2.0832,-0.5482,1.0
5350411.18,0.9738,0.8874,2.0492,1.3035,5.0,1.0514,-1.1042,-0.5857,-1.1933,-0.4579,1.0
5350411.19,1.7422,0.4448,1.8038,1.3303,5.0,1.37,-0.7838,-0.7273,-1.3091,-0.3625,2.0
5350411.21,0.0026,0.4313,1.6836,0.7058,5.0,1.223,-0.8702,0.127,-0.7832,-0.0759,3.0
5350411.22,0.3521,0.9239,1.1651,0.8137,5.0,0.6915,-0.2035,-0.4139,-1.0471,-0.2432,2.5
5350411.23,0.5103,0.296,0.3693,0.3919,4.0,1.3659,1.3692,-0.9817,0.0075,0.4402,4.5
5350411.24,-0.2169,-0.0312,1.4008,0.3843,4.0,1.89,-0.5357,0.3924,-0.8039,0.2357,4.0
5350411.25,-0.3364,0.4543,1.6496,0.5892,5.0,1.3334,-0.6033,0.3102,-1.0357,0.0011,3.0
5350411.26,0.1736,0.7668,1.6798,0.8734,4.8,0.5128,-0.751,-0.2565,-0.9951,-0.3724,1.8
5350411.27,0.3895,1.2168,1.6959,1.1008,5.0,0.3531,-0.7707,-0.5322,-1.3405,-0.5726,1.25
5350411.28,1.1676,0.9501,1.787,1.3016,5.0,0.5566,-0.858,-0.6235,-1.1552,-0.52,1.6667
5350411.29,1.3685,0.6795,1.657,1.235,5.0,1.1339,-0.5937,-0.6785,-1.1945,-0.3332,2.2
5350411.30,1.4283,1.0037,1.8526,1.4282,5.0,0.9945,-0.9416,-0.7004,-1.3424,-0.4975,1.5
5350412.01,0.5856,0.7026,0.0597,0.4493,4.25,0.6619,0.4392,-0.5493,-0.8906,-0.0847,2.75
5350412.02,0.2413,0.3006,0.3247,0.2889,3.75,0.7587,0.4768,-0.469,-0.3428,0.1059,3.375
5350412.04,0.0468,1.1774,0.4841,0.5694,4.3333,0.296,0.265,-0.3335,-1.3603,-0.2832,2.3333
5350412.06,0.2655,1.2122,-0.3087,0.3897,4.1429,0.1564,0.5024,-0.2018,-1.2274,-0.1926,2.5714
5350412.08,0.063,1.1627,-0.112,0.3713,4.0,0.5228,0.9357,-0.3788,-1.4775,-0.0994,3.0
5350412.10,-0.1026,0.9796,0.5411,0.4727,4.1111,0.6661,0.2448,-0.1602,-1.129,-0.0946,3.1111
5350412.11,0.0202,1.4277,1.339,0.929,5.0,-0.1763,-0.5042,-0.5213,-1.4591,-0.6652,1.3333
5350412.12,0.1955,0.5867,1.0396,0.6072,4.5,0.785,-0.2178,-0.215,-0.7602,-0.102,3.0
5350412.13,0.1875,0.9068,0.3222,0.4722,4.375,0.4343,0.294,-0.2386,-1.0842,-0.1486,2.75
5350412.14,1.0074,1.7824,1.6897,1.4932,5.0,0.0819,-0.5687,-0.8887,-2.4331,-0.9522,1.0
5350412.15,1.1918,1.4817,1.1653,1.2796,4.75,0.4475,-0.1898,-0.7549,-2.0883,-0.6464,1.5
5350412.18,1.2274,1.7687,0.87,1.2887,5.0,0.581,-0.0689,-0.6707,-2.4905,-0.6623,1.0
5350412.19,0.1723,1.0379,1.5096,0.9066,5.0,0.2303,-0.6689,-0.3638,-1.1691,-0.4929,1.0
5350412.20,-0.1483,0.9789,1.4309,0.7538,5.0,0.3156,-0.541,-0.1576,-1.2318,-0.4037,2.0
5350412.21,,,,,,,,,,,
5350412.22,0.1178,0.977,1.3515,0.8154,4.8,0.7888,-0.3831,-0.1105,-1.5511,-0.314,2.2
5350412.24,0.017,0.7618,1.7504,0.8431,5.0,0.9522,-0.8269,-0.1543,-0.9847,-0.2534,2.2727
5350412.25,0.3493,1.0475,1.5453,0.9807,4.875,0.9475,-0.4594,-0.2253,-1.7049,-0.3605,2.125
5350412.26,0.0794,0.8289,1.7,0.8694,5.0,1.0996,-0.7036,0.1916,-1.3253,-0.1844,2.75
5350413.01,1.3971,1.1821,1.6682,1.4158,5.0,0.6726,-0.7612,-0.9625,-2.1312,-0.7956,1.0
5350413.02,0.3502,0.4931,1.9123,0.9185,5.0,0.8661,-1.0076,-0.311,-0.8219,-0.3186,2.0
5350420.03,1.0061,-0.142,0.4327,0.4323,3.6667,1.7916,-0.0185,-0.2095,-0.5051,0.2646,3.8333
5350420.05,1.4131,0.7306,0.683,0.9422,4.6364,2.5413,0.2978,-0.4974,-1.7813,0.1401,3.2727
5350420.06,1.6309,1.31,0.4873,1.1427,5.0,2.051,0.435,-0.4739,-2.7554,-0.1858,2.6667
5350420.08,0.9049,-0.2249,-0.2369,0.1477,3.4286,1.7397,0.681,-0.089,-0.457,0.4687,4.2857
5350420.09,0.8333,-0.0157,0.1322,0.3166,3.8,1.7874,0.661,-0.7073,0.364,0.5263,4.0
5350420.10,1.6784,0.8647,1.4739,1.339,5.0,2.3501,-0.2374,-0.5656,-2.4143,-0.2168,2.4
5350420.11,1.8932,1.2189,0.8848,1.3323,5.0,2.2161,-0.0612,-0.5183,-2.4159,-0.1948,2.4167
5350420.13,1.0215,0.3832,1.3201,0.9083,4.875,1.5766,-0.5326,-0.4396,-0.7519,-0.0369,3.125
5350420.14,1.1233,0.0733,1.0702,0.7556,4.6667,1.9102,-0.2701,-0.5075,-0.51,0.1556,3.5
5350420.15,1.6001,0.8845,0.9131,1.1326,4.8,2.1919,-0.0478,-0.5376,-2.0921,-0.1214,2.8
5350421.01,1.5122,0.6033,0.6229,0.9128,4.8333,1.7,-0.055,-0.7047,-1.2771,-0.0842,3.0833
5350421.04,0.8748,0.1325,-0.2594,0.2493,3.6,1.3165,0.2553,-0.8198,0.187,0.2348,3.4
5350421.05,1.2206,0.5815,0.1724,0.6582,4.4286,0.5587,-0.545,-0.4638,-0.2977,-0.187,2.4286
5350421.06,1.0216,0.212,0.4687,0.5674,4.3333,1.4798,0.1807,-0.7212,-0.1392,0.2,3.5
5350421.07,1.3143,0.7374,0.6453,0.899,5.0,1.1697,-0.1781,-0.5893,-1.2837,-0.2204,2.5
5350422.02,0.6793,-0.7327,0.099,0.0152,3.0,1.6404,-0.3245,-0.2204,0.4595,0.3887,4.1
5350422.03,0.734,0.5939,1.4528,0.9269,5.0,1.511,-0.5493,-0.511,-1.1902,-0.1849,3.0
5350422.04,0.8143,0.68,1.3225,0.9389,5.0,1.6981,-0.3127,-0.2784,-1.3966,-0.0724,3.0
5350422.05,1.4111,0.5253,1.0265,0.9876,5.0,2.0986,-0.1683,-0.2211,-1.6372,0.018,3.5
5350422.06,0.7771,-0.9304,-0.5207,-0.2246,2.5,2.1983,0.9909,-0.2103,0.4925,0.8679,4.7
5350423.01,1.8506,0.7704,0.3738,0.9983,4.75,1.1987,-0.1105,-0.8753,-1.2928,-0.27,2.125
5350423.02,1.3602,0.2034,0.5889,0.7175,4.2727,1.4302,-0.14,-0.5895,-0.8413,-0.0352,2.9091
5350424.04,0.7126,0.6768,0.8652,0.7515,5.0,1.3953,-0.2748,-0.4497,-1.0032,-0.0831,3.0
5350424.05,0.8043,0.5752,1.0607,0.8134,4.7273,1.4461,-0.3275,-0.3699,-0.9091,-0.0401,2.9091
5350424.07,1.2322,0.7289,1.7535,1.2382,5.0,1.0417,-0.9388,-0.5884,-1.0814,-0.3917,1.8
5350424.08,1.2001,0.8806,1.0669,1.0492,4.8889,1.2709,-0.4206,-0.5247,-1.3205,-0.2487,2.2222
5350424.09,0.7409,-0.0094,1.1985,0.6433,4.5,1.5201,-0.6181,-0.318,-0.7486,-0.0411,3.0
5350424.10,1.1511,0.6169,1.3657,1.0446,5.0,1.0542,-0.6521,-0.6585,-1.2316,-0.372,2.0
5350424.11,0.8234,0.3886,0.7718,0.6613,4.6,1.0454,-0.1358,-0.5531,-0.7795,-0.1057,3.0
5350424.13,1.153,-0.0433,1.6506,0.9201,5.0,1.8795,-1.0532,-0.6729,-0.5917,-0.1096,3.0
5350424.14,0.8925,0.4457,1.5878,0.9753,5.0,1.2474,-0.8438,-0.4305,-0.7764,-0.2008,2.6667
5350424.15,0.8388,0.398,1.5162,0.9177,5.0,1.5177,-0.7036,-0.4992,-0.7101,-0.0988,3.0
5350424.16,1.6939,0.6191,1.5206,1.2778,5.0,2.0123,-0.5227,-0.5221,-1.7662,-0.1997,2.5
5350430.03,0.4484,0.5391,0.4284,0.472,4.375,-0.0894,-0.4667,-0.6221,-0.3061,-0.3711,1.75
5350430.05,0.5021,0.664,0.3311,0.4991,4.3333,0.0696,-0.2184,-0.4616,-0.4435,-0.2635,2.1667
5350430.06,0.3575,0.1382,1.855,0.7836,5.0,0.9962,-1.1131,-0.3945,-0.3269,-0.2096,2.5
5350430.07,0.4841,0.2577,0.5124,0.4181,4.1667,0.2803,-0.3424,-0.599,-0.1401,-0.2003,2.1667
5350430.08,0.5685,-0.2215,-0.1028,0.0814,3.0,0.2449,-0.0854,-0.68,0.2457,-0.0687,2.6667
5350431.01,0.7005,0.6374,0.2158,0.5179,4.2857,0.5185,-0.2248,-0.5658,-0.8291,-0.2753,2.2857
5350431.02,0.8123,0.7962,0.4583,0.6889,4.4167,0.7508,-0.42,-0.684,-0.9338,-0.3218,2.1667
5350440.00,0.9096,0.3552,0.6745,0.6464,4.4286,0.4617,-0.3538,-0.813,-0.3916,-0.2742,2.0
5350441.02,0.7368,-0.1499,-0.4063,0.0602,3.375,0.6741,0.4565,-0.6967,0.6325,0.2666,3.875
5350441.03,1.0222,0.7044,0.774,0.8336,4.0833,0.5288,-0.5317,-0.7521,-0.7994,-0.3886,2.0833
5350441.04,0.9758,1.2136,1.793,1.3275,5.0,0.1586,-1.0123,-0.7429,-1.1201,-0.6792,1.25
5350442.02,0.375,-0.2988,-0.1718,-0.0319,3.0,0.5353,0.0885,-0.3849,0.4976,0.1841,3.5
5350442.03,1.2864,1.1623,1.302,1.2503,4.8889,0.2059,-0.7957,-0.9422,-1.0213,-0.6383,1.2222
5350442.04,0.7075,0.466,0.4289,0.5341,4.2857,0.0023,-0.2302,-0.8138,-0.0936,-0.2838,2.0
5350442.05,0.4634,0.5931,1.3694,0.8086,5.0,0.554,-0.675,-0.6556,-0.3683,-0.2862,2.0
5350442.06,0.6433,-0.115,1.8534,0.7939,5.0,1.4715,-0.946,-0.5593,-0.1852,-0.0547,3.0
5350450.02,0.645,-0.0814,-0.9193,-0.1186,2.8333,0.1098,0.4468,-0.6125,0.6885,0.1581,3.3333
5350450.03,0.4894,0.2158,0.5713,0.4255,3.9167,0.3168,-0.3634,-0.54,-0.2182,-0.2012,2.5
5350450.05,0.3875,0.472,1.2575,0.7056,4.5,0.5629,-0.3969,-0.5209,-0.5165,-0.2179,2.5
5350450.06,1.2625,1.1117,1.8332,1.4025,5.0,0.9286,-0.8242,-0.8074,-1.6382,-0.5853,1.5
5350451.01,0.5934,-0.2613,-1.0819,-0.2499,2.5,0.1426,0.6634,-0.58,0.5369,0.1907,3.5
5350451.02,0.5101,-0.3581,-0.1778,-0.0086,2.9,0.2415,-0.1294,-0.5506,0.491,0.0131,2.9
5350451.03,0.3642,0.378,0.3196,0.3539,4.0,0.44,-0.2515,-0.4443,0.011,-0.0612,2.8333
5350451.05,0.2732,0.4788,1.3351,0.6957,4.25,0.1536,-0.6519,-0.4626,-0.2649,-0.3065,2.375
5350451.06,0.4144,0.3532,1.389,0.7189,4.8333,0.4713,-0.9918,-0.5119,0.1089,-0.2309,2.5
5350451.07,0.3122,0.5282,1.7216,0.854,5.0,0.3999,-1.0681,-0.4781,-0.3584,-0.3762,2.0
5350452.01,0.3607,-0.1237,-0.627,-0.13,2.5,0.177,-0.0199,-0.4721,0.3159,0.0002,3.1667
5350452.02,0.1282,-0.6731,-0.1245,-0.2231,2.4444,0.376,-0.4384,0.0039,0.8037,0.1863,3.7778
5350452.03,0.3605,0.1935,-0.0094,0.1815,3.5,0.1154,-0.1721,-0.3834,0.0881,-0.088,2.7
5350452.05,0.5186,-0.1888,1.8918,0.7405,5.0,1.0113,-1.077,-0.152,-0.177,-0.0987,3.0
5350452.06,0.2475,0.2436,1.5723,0.6878,5.0,0.9049,-0.9417,-0.4381,-0.1723,-0.1618,3.0
5350452.07,0.3503,0.7318,0.4536,0.5119,4.3,-0.082,-0.3496,-0.3914,-0.2749,-0.2745,2.4
5350455.00,0.1538,0.5317,0.2762,0.3206,3.9091,-0.1104,-0.3454,-0.6338,-0.167,-0.3142,2.0
5350456.01,0.5588,0.4289,0.6743,0.554,4.375,0.1153,-0.7124,-0.5666,-0.2178,-0.3454,2.125
5350456.02,0.1524,0.4185,0.543,0.3713,4.1,-0.0133,-0.5326,-0.4858,-0.0584,-0.2725,2.2
5350456.03,-0.1697,0.5474,0.3453,0.241,3.625,-0.3892,-0.4409,-0.54,0.0059,-0.341,1.875
5350460.01,1.345,0.6919,1.0434,1.0268,4.8,0.692,-0.5794,-0.8814,-1.1665,-0.4838,1.7
5350460.02,0.4067,0.545,0.391,0.4475,3.8333,0.4137,-0.3783,-0.3944,-0.9282,-0.3218,2.1667
5350461.01,0.9143,0.8654,1.2258,1.0018,4.5,0.3301,-0.6945,-0.6468,-1.5043,-0.6289,1.5
5350461.02,0.5837,1.0527,0.4232,0.6865,4.4615,0.0845,-0.2741,-0.7853,-1.1998,-0.5437,1.3077
5350470.00,-0.305,0.3949,-0.0501,0.0133,3.0,-0.604,-0.322,0.0486,0.1087,-0.1922,2.75
5350471.00,-0.3325,0.5185,-0.0708,0.0384,3.2857,-0.2424,-0.1534,-0.1213,-0.1668,-0.171,2.4286
5350472.00,-0.4119,0.1179,0.2323,-0.0206,2.875,0.0128,-0.3059,-0.0656,0.1674,-0.0478,3.0
5350473.01,-0.2639,0.4592,0.8766,0.3573,3.8571,-0.2978,-0.4574,-0.2183,-0.2012,-0.2937,2.1429
5350473.02,-0.2262,-0.0038,0.4313,0.0671,3.2222,-0.1615,-0.2774,-0.1151,0.3912,-0.0407,3.0
5350473.03,-0.26,-0.2022,0.0121,-0.15,2.5,-0.22,-0.107,-0.1278,0.3795,-0.0188,3.0
5350474.00,-0.0601,0.3711,-0.1055,0.0685,3.1667,-0.3579,-0.0745,-0.2064,0.2894,-0.0874,3.0
5350475.00,-0.1868,0.1135,-0.4678,-0.1804,2.6364,-0.2452,0.4494,-0.1061,0.2454,0.0859,3.4545
5350476.01,-0.5802,-0.518,-1.0778,-0.7253,1.0,-0.5939,1.2738,1.4708,0.7663,0.7292,5.0
5350476.02,-0.3052,0.3077,-0.9638,-0.3204,2.25,-0.2776,0.0907,0.247,0.3274,0.0969,3.5
5350480.01,-0.303,-0.3316,-0.1292,-0.2546,2.3333,0.47,0.153,0.0831,0.2057,0.2279,3.6667
5350480.03,-0.1342,-0.0884,1.7141,0.4972,4.0,0.9676,-1.1132,0.1464,0.3944,0.0988,4.0
5350480.04,-0.0873,-0.6214,0.2203,-0.1628,2.5,0.3949,0.4632,-0.5133,1.2219,0.3917,4.5
5350480.05,-0.3688,0.4328,1.7001,0.588,4.5,0.2284,-1.029,-0.1004,-0.3038,-0.3012,2.0
5350480.06,-0.3145,0.6971,1.2337,0.5388,4.5,-0.1811,-0.6988,-0.345,-0.4071,-0.408,1.5
5350481.02,-0.2053,0.129,0.0873,0.0037,3.0,0.043,-0.4038,-0.2206,0.1321,-0.1123,2.5556
5350481.03,,,,,,,,,,,
5350481.04,-0.1983,-0.0391,1.9265,0.563,5.0,0.6355,-1.1262,-0.2412,-0.0206,-0.1882,3.0
5350481.05,-0.0241,0.9198,1.4693,0.7883,4.8,-0.1635,-0.8996,-0.5366,-0.5672,-0.5417,1.4
5350482.00,-0.1801,0.325,0.5964,0.2471,3.7273,0.2158,-0.554,-0.336,-0.1591,-0.2083,2.4545
5350483.01,-0.304,0.2611,0.4704,0.1425,3.3333,-0.295,-0.6615,-0.1895,0.1728,-0.2433,2.3333
5350483.02,-0.0099,0.3699,0.3399,0.2333,3.6667,-0.224,-0.2108,-0.6338,0.1502,-0.2296,2.3333
5350484.02,-0.1734,0.5476,0.5143,0.2962,3.8333,-0.456,-0.6294,-0.4517,0.0066,-0.3826,1.8333
5350484.03,0.006,0.7977,-1.0939,-0.0967,2.75,-0.2218,1.7117,-0.7872,-0.164,0.1347,3.75
5350484.04,-0.2727,0.7705,0.2782,0.2587,3.6667,-0.3618,-0.57,-0.6029,0.0205,-0.3785,2.0
5350485.02,-0.2826,-0.2381,-0.0882,-0.2029,2.5833,-0.1582,-0.0602,-0.212,0.6765,0.0615,3.1667
5350485.03,0.2268,0.4177,0.1776,0.2741,4.0,-0.0257,-1.3312,-1.41,0.3044,-0.6156,1.0
5350485.04,-0.2345,-0.1174,0.01,-0.114,2.6,-0.3539,-0.205,-0.2887,0.4791,-0.0921,2.8
5350485.05,-0.1661,0.4,1.6019,0.6119,5.0,-0.0747,-1.0095,-0.4776,0.0389,-0.3807,2.0
5350500.01,0.6757,-0.745,0.0283,-0.0137,2.75,1.4188,-0.0339,-0.6126,0.5032,0.3189,4.0
5350500.02,0.0983,-0.4855,-0.5544,-0.3139,2.125,0.954,0.4642,0.1048,0.6175,0.5351,4.5
5350501.01,0.9764,0.5231,-0.0865,0.471,4.1111,0.5709,0.2081,-0.9337,-0.2586,-0.1033,3.0
5350501.02,1.2547,0.7177,0.5575,0.8433,4.75,0.4925,-0.501,-0.6607,-0.8816,-0.3877,1.9167
5350502.01,0.426,0.4148,-0.0269,0.2713,3.7778,0.4038,-0.576,-0.3525,-0.3511,-0.219,2.4444
5350502.02,0.4017,0.1524,-0.741,-0.0623,3.0,0.5821,0.8055,-0.5812,-0.2971,0.1273,3.0
5350503.00,0.4056,0.1405,-0.1304,0.1386,3.5,0.5558,-0.3054,-0.2689,-0.4017,-0.1051,2.5
5350504.00,1.169,0.4805,-0.1328,0.5056,4.2857,0.2198,-0.5767,-0.4962,-0.4648,-0.3295,2.1429
5350505.01,2.0709,1.6448,0.9073,1.541,5.0,0.5463,-0.3973,-1.1241,-2.5805,-0.8889,1.0
5350505.02,1.9659,1.4687,1.2317,1.5554,5.0,0.7723,-0.6412,-1.0107,-2.2982,-0.7945,1.1667
5350506.00,2.2201,1.6601,1.1056,1.6619,5.0,0.5399,-0.9574,-1.0806,-2.2368,-0.9337,1.0
5350507.00,1.3637,0.8745,0.2946,0.8443,4.8333,0.5392,-0.2838,-0.8576,-1.239,-0.4603,1.6667
5350508.00,0.7505,0.6226,0.0782,0.4838,4.2857,0.6149,0.0176,-0.4942,-0.9328,-0.1986,2.5714
5350509.01,0.5067,0.7016,0.297,0.5017,4.375,0.1601,-0.3159,-0.5713,-0.6997,-0.3567,1.875
5350509.02,0.7921,0.7992,-0.1546,0.4789,4.4,-0.0803,-0.0361,-0.8244,-0.4773,-0.3545,1.6
5350510.00,0.6509,1.0101,-0.0879,0.5243,4.1818,0.0635,-0.1589,-0.5211,-1.1699,-0.4466,1.7273
5350511.01,0.4295,-1.5781,0.2164,-0.3108,2.0,2.2713,0.1654,-0.4761,1.546,0.8766,5.0
5350511.02,0.1831,0.2323,-0.3965,0.0063,3.2,0.5201,0.1928,-0.2142,-0.1118,0.0967,3.2
5350512.00,0.7108,0.1658,0.0411,0.3059,3.7778,1.0335,-0.1992,-0.605,-0.1887,0.0102,2.6667
5350513.01,0.9746,0.9033,0.3078,0.7286,4.4444,0.708,-0.0628,-0.7624,-1.0129,-0.2825,2.4444
5350513.02,0.2901,-0.0952,-0.3396,-0.0482,3.0,1.4495,0.5849,-0.211,-0.1915,0.408,3.625
5350513.03,1.1764,0.171,0.3722,0.5732,3.5,1.873,-0.2476,-0.7804,-0.3713,0.1184,3.0
5350513.04,0.6455,0.7543,-0.1066,0.4311,3.7143,0.7465,0.0048,-0.355,-1.1548,-0.1896,2.5714
5350514.01,1.965,1.667,0.8535,1.4952,5.0,1.021,-0.4406,-1.0923,-2.4511,-0.7408,1.0
5350514.02,1.0352,0.0295,0.2582,0.4409,3.75,1.7785,-0.0105,-0.1874,-0.7073,0.2183,3.125
5350515.01,0.9733,0.8179,-0.0307,0.5868,4.5,0.1312,-0.4239,-0.7332,-0.782,-0.452,1.625
5350515.02,0.7781,0.3334,-0.247,0.2882,3.8333,0.5933,0.1123,-0.572,-0.3348,-0.0503,2.6667
5350516.01,0.5155,0.7268,0.6363,0.6262,4.7,0.4112,-0.3674,-0.3831,-0.7961,-0.2839,2.1
5350516.02,0.4251,0.9612,0.9736,0.7866,4.5714,0.3477,-0.8635,-0.4669,-0.6777,-0.4151,1.8571
5350516.03,0.4167,0.417,-0.0442,0.2632,3.6667,0.5141,-0.3026,-0.5784,-0.2315,-0.1496,2.5556
5350516.04,0.7482,-0.381,0.5451,0.3041,3.5714,1.2999,-0.3589,-0.3384,0.2244,0.2068,3.5714
5350516.05,0.4565,0.197,0.1228,0.2588,3.75,0.7293,-0.4628,-0.3662,-0.0812,-0.0452,3.125
5350516.06,0.6901,0.4036,0.0166,0.3701,4.0,0.4636,-0.5062,-0.3368,-0.4248,-0.2011,2.6
5350516.08,0.7686,0.1773,0.0517,0.3326,3.625,1.1776,-0.0531,-0.3693,-0.3488,0.1016,2.875
5350516.09,0.5961,0.4323,-0.0268,0.3339,4.0,0.682,-0.2109,-0.2783,-0.5369,-0.086,3.0
5350516.11,1.306,1.1369,0.482,0.975,4.8571,0.5658,-0.2481,-0.7434,-1.4032,-0.4572,1.5714
5350516.16,1.0225,0.4643,-0.1234,0.4544,3.8333,0.9746,0.6297,-0.6079,-0.515,0.1204,3.5
5350516.17,0.8477,0.9543,0.1068,0.6363,4.2,0.4595,-0.1357,-0.5791,-0.8314,-0.2717,2.4
5350516.18,0.8181,0.771,-0.2504,0.4462,4.2,0.1593,-0.3719,-0.4262,-0.625,-0.3159,2.2
5350516.20,0.5973,0.9189,1.2605,0.9255,4.9,0.6137,-0.8332,-0.4783,-0.963,-0.4152,1.8
5350516.21,0.9025,1.2318,1.2601,1.1315,5.0,0.5492,-0.7763,-0.6312,-1.1137,-0.493,1.5
5350516.22,0.6471,0.8685,1.7704,1.0953,5.0,0.8403,-1.1663,-0.4713,-1.0423,-0.4599,1.5556
5350516.23,0.5654,1.0878,1.4457,1.033,5.0,0.6691,-0.6403,-0.5346,-1.152,-0.4144,1.875
